"date","site","heure_obs","fraction","nom_sci","abondance","largeur_riviere","profondeur_riviere","vitesse_courant","transparence_eau","temperature_eau_c","ID_observation"
"2019-09-21","105_101_R01","15:05:0",0.0625,"Hydropsychidae",1,13.4,0.23,0.748,"faible",15.4,43
"2019-09-21","105_101_R01","15:05:0",0.0625,"Ceratopsyche",13,13.4,0.23,0.748,"faible",15.4,44
"2019-09-21","105_101_R01","15:05:0",0.0625,"Cheumatopsyche",1,13.4,0.23,0.748,"faible",15.4,45
"2019-09-21","105_101_R01","15:05:0",0.0625,"Lepidostoma",29,13.4,0.23,0.748,"faible",15.4,46
"2019-09-21","105_101_R01","15:05:0",0.0625,"Ceraclea",2,13.4,0.23,0.748,"faible",15.4,47
"2019-09-21","105_101_R01","15:05:0",0.0625,"Limnephilidae",1,13.4,0.23,0.748,"faible",15.4,48
"2019-09-21","105_101_R01","15:05:0",0.0625,"Hydatophylax | Pycnopsyche",2,13.4,0.23,0.748,"faible",15.4,49
"2019-09-21","105_101_R01","15:05:0",0.0625,"Dolophilodes",6,13.4,0.23,0.748,"faible",15.4,50
"2019-09-21","105_101_R01","15:05:0",0.0625,"Polycentropus",3,13.4,0.23,0.748,"faible",15.4,51
"2019-09-21","105_101_R01","15:05:0",0.0625,"Isoperla",2,13.4,0.23,0.748,"faible",15.4,52
"2019-09-21","105_101_R01","15:05:0",0.0625,"Taeniopteryx",2,13.4,0.23,0.748,"faible",15.4,53
"2019-09-21","105_101_R01","15:05:0",0.0625,"Atherix",3,13.4,0.23,0.748,"faible",15.4,54
"2019-09-21","105_101_R01","15:05:0",0.0625,"Probezzia",1,13.4,0.23,0.748,"faible",15.4,55
"2019-09-21","105_101_R01","15:05:0",0.0625,"Chironomidae",3,13.4,0.23,0.748,"faible",15.4,56
"2019-09-21","105_101_R01","15:05:0",0.0625,"Chironomini",31,13.4,0.23,0.748,"faible",15.4,57
"2019-09-21","105_101_R01","15:05:0",0.0625,"Tanytarsini",23,13.4,0.23,0.748,"faible",15.4,58
"2019-09-21","105_101_R01","15:05:0",0.0625,"Orthocladiinae",7,13.4,0.23,0.748,"faible",15.4,59
"2019-09-21","105_101_R01","15:05:0",0.0625,"Pentaneurini",3,13.4,0.23,0.748,"faible",15.4,60
"2019-09-21","105_101_R01","15:05:0",0.0625,"Hemerodromia",4,13.4,0.23,0.748,"faible",15.4,61
"2019-09-21","105_101_R01","15:05:0",0.0625,"Simulium",3,13.4,0.23,0.748,"faible",15.4,62
"2019-09-21","105_101_R01","15:05:0",0.0625,"Cordulegaster",1,13.4,0.23,0.748,"faible",15.4,63
"2019-09-21","105_101_R01","15:05:0",0.0625,"Corduliidae",1,13.4,0.23,0.748,"faible",15.4,64
"2019-09-21","105_101_R01","15:05:0",0.0625,"Gomphidae",5,13.4,0.23,0.748,"faible",15.4,65
"2019-09-21","105_101_R01","15:05:0",0.0625,"Pisidium",3,13.4,0.23,0.748,"faible",15.4,66
"2019-09-21","105_101_R01","15:05:0",0.0625,"Oligochaeta",20,13.4,0.23,0.748,"faible",15.4,67
"2020-09-17","108_119_R01","13:00:0",0.0416666666666667,"Baetis",3,5,0.5,0.786,"moyenne",NA,68
"2020-09-17","108_119_R01","13:00:0",0.0416666666666667,"Ephemerella",13,5,0.5,0.786,"moyenne",NA,69
"2020-09-17","108_119_R01","13:00:0",0.0416666666666667,"Eurylophella",1,5,0.5,0.786,"moyenne",NA,70
"2020-09-17","108_119_R01","13:00:0",0.0416666666666667,"Epeorus",3,5,0.5,0.786,"moyenne",NA,71
"2020-09-17","108_119_R01","13:00:0",0.0416666666666667,"Leucrocuta",2,5,0.5,0.786,"moyenne",NA,72
"2020-09-17","108_119_R01","13:00:0",0.0416666666666667,"Maccaffertium",13,5,0.5,0.786,"moyenne",NA,73
"2020-09-17","108_119_R01","13:00:0",0.0416666666666667,"Isonychia",3,5,0.5,0.786,"moyenne",NA,74
"2020-09-17","108_119_R01","13:00:0",0.0416666666666667,"Leptophlebiidae",2,5,0.5,0.786,"moyenne",NA,75
"2020-09-17","108_119_R01","13:00:0",0.0416666666666667,"Micrasema",2,5,0.5,0.786,"moyenne",NA,76
"2020-09-17","108_119_R01","13:00:0",0.0416666666666667,"Glossosoma",1,5,0.5,0.786,"moyenne",NA,77
"2020-09-17","108_119_R01","13:00:0",0.0416666666666667,"Goera",1,5,0.5,0.786,"moyenne",NA,78
"2020-09-17","108_119_R01","13:00:0",0.0416666666666667,"Helicopsyche",1,5,0.5,0.786,"moyenne",NA,79
"2020-09-17","108_119_R01","13:00:0",0.0416666666666667,"Hydropsychidae",3,5,0.5,0.786,"moyenne",NA,80
"2020-09-17","108_119_R01","13:00:0",0.0416666666666667,"Ceratopsyche",25,5,0.5,0.786,"moyenne",NA,81
"2020-09-17","108_119_R01","13:00:0",0.0416666666666667,"Cheumatopsyche",2,5,0.5,0.786,"moyenne",NA,82
"2020-09-17","108_119_R01","13:00:0",0.0416666666666667,"Lepidostoma",4,5,0.5,0.786,"moyenne",NA,83
"2020-09-17","108_119_R01","13:00:0",0.0416666666666667,"Chimarra",5,5,0.5,0.786,"moyenne",NA,84
"2020-09-17","108_119_R01","13:00:0",0.0416666666666667,"Dolophilodes",7,5,0.5,0.786,"moyenne",NA,85
"2020-09-17","108_119_R01","13:00:0",0.0416666666666667,"Rhyacophila",1,5,0.5,0.786,"moyenne",NA,86
"2020-09-17","108_119_R01","13:00:0",0.0416666666666667,"Leuctra",1,5,0.5,0.786,"moyenne",NA,87
"2020-09-17","108_119_R01","13:00:0",0.0416666666666667,"Acroneuria",3,5,0.5,0.786,"moyenne",NA,88
"2020-09-17","108_119_R01","13:00:0",0.0416666666666667,"Paragnetina",1,5,0.5,0.786,"moyenne",NA,89
"2020-09-17","108_119_R01","13:00:0",0.0416666666666667,"Taeniopteryx",1,5,0.5,0.786,"moyenne",NA,90
"2020-09-17","108_119_R01","13:00:0",0.0416666666666667,"Atherix",2,5,0.5,0.786,"moyenne",NA,91
"2020-09-17","108_119_R01","13:00:0",0.0416666666666667,"Probezzia",1,5,0.5,0.786,"moyenne",NA,92
"2020-09-17","108_119_R01","13:00:0",0.0416666666666667,"Chironomini",1,5,0.5,0.786,"moyenne",NA,93
"2020-09-17","108_119_R01","13:00:0",0.0416666666666667,"Tanytarsini",13,5,0.5,0.786,"moyenne",NA,94
"2020-09-17","108_119_R01","13:00:0",0.0416666666666667,"Orthocladiinae",5,5,0.5,0.786,"moyenne",NA,95
"2020-09-17","108_119_R01","13:00:0",0.0416666666666667,"Pentaneurini",3,5,0.5,0.786,"moyenne",NA,96
"2020-09-17","108_119_R01","13:00:0",0.0416666666666667,"Hemerodromia",2,5,0.5,0.786,"moyenne",NA,97
"2020-09-17","108_119_R01","13:00:0",0.0416666666666667,"Optioservus",1,5,0.5,0.786,"moyenne",NA,98
"2020-09-17","108_119_R01","13:00:0",0.0416666666666667,"Promoresia",3,5,0.5,0.786,"moyenne",NA,99
"2020-09-17","108_119_R01","13:00:0",0.0416666666666667,"Boyeria",2,5,0.5,0.786,"moyenne",NA,100
"2020-09-17","108_119_R01","13:00:0",0.0416666666666667,"Ophiogomphus",1,5,0.5,0.786,"moyenne",NA,101
"2020-09-17","108_119_R01","13:00:0",0.0416666666666667,"Acari",1,5,0.5,0.786,"moyenne",NA,102
"2020-09-17","108_119_R01","13:00:0",0.0416666666666667,"Pisidium",115,5,0.5,0.786,"moyenne",NA,103
"2020-09-17","108_119_R01","13:00:0",0.0416666666666667,"Sphaerium",10,5,0.5,0.786,"moyenne",NA,104
"2020-09-17","108_119_R01","13:00:0",0.0416666666666667,"Oligochaeta",1,5,0.5,0.786,"moyenne",NA,105
"2021-09-13","113_113_R01","12:30:0",0.03125,"Plauditus",1,10,0.35,0.336,"moyenne",13.1,106
"2021-09-13","113_113_R01","12:30:0",0.03125,"Ephemerella",8,10,0.35,0.336,"moyenne",13.1,107
"2021-09-13","113_113_R01","12:30:0",0.03125,"Eurylophella",2,10,0.35,0.336,"moyenne",13.1,108
"2021-09-13","113_113_R01","12:30:0",0.03125,"Heptageniidae",1,10,0.35,0.336,"moyenne",13.1,109
"2021-09-13","113_113_R01","12:30:0",0.03125,"Epeorus",8,10,0.35,0.336,"moyenne",13.1,110
"2021-09-13","113_113_R01","12:30:0",0.03125,"Leucrocuta",21,10,0.35,0.336,"moyenne",13.1,111
"2021-09-13","113_113_R01","12:30:0",0.03125,"Maccaffertium",5,10,0.35,0.336,"moyenne",13.1,112
"2021-09-13","113_113_R01","12:30:0",0.03125,"Leptophlebiidae",14,10,0.35,0.336,"moyenne",13.1,113
"2021-09-13","113_113_R01","12:30:0",0.03125,"Glossosoma",3,10,0.35,0.336,"moyenne",13.1,114
"2021-09-13","113_113_R01","12:30:0",0.03125,"Ceratopsyche",6,10,0.35,0.336,"moyenne",13.1,115
"2021-09-13","113_113_R01","12:30:0",0.03125,"Lepidostoma",12,10,0.35,0.336,"moyenne",13.1,116
"2021-09-13","113_113_R01","12:30:0",0.03125,"Chimarra",9,10,0.35,0.336,"moyenne",13.1,117
"2021-09-13","113_113_R01","12:30:0",0.03125,"Dolophilodes",3,10,0.35,0.336,"moyenne",13.1,118
"2021-09-13","113_113_R01","12:30:0",0.03125,"Neureclipsis",2,10,0.35,0.336,"moyenne",13.1,119
"2021-09-13","113_113_R01","12:30:0",0.03125,"Polycentropus",3,10,0.35,0.336,"moyenne",13.1,120
"2021-09-13","113_113_R01","12:30:0",0.03125,"Paracapnia",1,10,0.35,0.336,"moyenne",13.1,121
"2021-09-13","113_113_R01","12:30:0",0.03125,"Alloperla",1,10,0.35,0.336,"moyenne",13.1,122
"2021-09-13","113_113_R01","12:30:0",0.03125,"Leuctra",4,10,0.35,0.336,"moyenne",13.1,123
"2021-09-13","113_113_R01","12:30:0",0.03125,"Acroneuria",6,10,0.35,0.336,"moyenne",13.1,124
"2021-09-13","113_113_R01","12:30:0",0.03125,"Paragnetina",2,10,0.35,0.336,"moyenne",13.1,125
"2021-09-13","113_113_R01","12:30:0",0.03125,"Probezzia",3,10,0.35,0.336,"moyenne",13.1,126
"2021-09-13","113_113_R01","12:30:0",0.03125,"Chironomini",8,10,0.35,0.336,"moyenne",13.1,127
"2021-09-13","113_113_R01","12:30:0",0.03125,"Tanytarsini",18,10,0.35,0.336,"moyenne",13.1,128
"2021-09-13","113_113_R01","12:30:0",0.03125,"Orthocladiinae",7,10,0.35,0.336,"moyenne",13.1,129
"2021-09-13","113_113_R01","12:30:0",0.03125,"Pentaneurini",1,10,0.35,0.336,"moyenne",13.1,130
"2021-09-13","113_113_R01","12:30:0",0.03125,"Hemerodromia",3,10,0.35,0.336,"moyenne",13.1,131
"2021-09-13","113_113_R01","12:30:0",0.03125,"Neoplasta",1,10,0.35,0.336,"moyenne",13.1,132
"2021-09-13","113_113_R01","12:30:0",0.03125,"Simulium",1,10,0.35,0.336,"moyenne",13.1,133
"2021-09-13","113_113_R01","12:30:0",0.03125,"Promoresia",3,10,0.35,0.336,"moyenne",13.1,134
"2021-09-13","113_113_R01","12:30:0",0.03125,"Stenelmis",8,10,0.35,0.336,"moyenne",13.1,135
"2021-09-13","113_113_R01","12:30:0",0.03125,"Boyeria",2,10,0.35,0.336,"moyenne",13.1,136
"2021-09-13","113_113_R01","12:30:0",0.03125,"Gomphidae",1,10,0.35,0.336,"moyenne",13.1,137
"2021-09-13","113_113_R01","12:30:0",0.03125,"Ophiogomphus",2,10,0.35,0.336,"moyenne",13.1,138
"2021-09-13","113_113_R01","12:30:0",0.03125,"Pisidium",56,10,0.35,0.336,"moyenne",13.1,139
"2021-09-13","113_113_R01","12:30:0",0.03125,"Oligochaeta",9,10,0.35,0.336,"moyenne",13.1,140
"2021-09-22","122_111_R01","14:15:0",0.0416666666666667,"Acerpenna",2,15,0.3,NA,"moyenne",13.6,141
"2021-09-22","122_111_R01","14:15:0",0.0416666666666667,"Plauditus",1,15,0.3,NA,"moyenne",13.6,142
"2021-09-22","122_111_R01","14:15:0",0.0416666666666667,"Ephemerella",29,15,0.3,NA,"moyenne",13.6,143
"2021-09-22","122_111_R01","14:15:0",0.0416666666666667,"Eurylophella",1,15,0.3,NA,"moyenne",13.6,144
"2021-09-22","122_111_R01","14:15:0",0.0416666666666667,"Serratella",20,15,0.3,NA,"moyenne",13.6,145
"2021-09-22","122_111_R01","14:15:0",0.0416666666666667,"Epeorus",1,15,0.3,NA,"moyenne",13.6,146
"2021-09-22","122_111_R01","14:15:0",0.0416666666666667,"Leucrocuta",1,15,0.3,NA,"moyenne",13.6,147
"2021-09-22","122_111_R01","14:15:0",0.0416666666666667,"Maccaffertium",3,15,0.3,NA,"moyenne",13.6,148
"2021-09-22","122_111_R01","14:15:0",0.0416666666666667,"Micrasema",8,15,0.3,NA,"moyenne",13.6,149
"2021-09-22","122_111_R01","14:15:0",0.0416666666666667,"Ceratopsyche",16,15,0.3,NA,"moyenne",13.6,150
"2021-09-22","122_111_R01","14:15:0",0.0416666666666667,"Hydroptila",4,15,0.3,NA,"moyenne",13.6,151
"2021-09-22","122_111_R01","14:15:0",0.0416666666666667,"Lepidostoma",6,15,0.3,NA,"moyenne",13.6,152
"2021-09-22","122_111_R01","14:15:0",0.0416666666666667,"Mystacides",1,15,0.3,NA,"moyenne",13.6,153
"2021-09-22","122_111_R01","14:15:0",0.0416666666666667,"Dolophilodes",1,15,0.3,NA,"moyenne",13.6,154
"2021-09-22","122_111_R01","14:15:0",0.0416666666666667,"Rhyacophila",2,15,0.3,NA,"moyenne",13.6,155
"2021-09-22","122_111_R01","14:15:0",0.0416666666666667,"Leuctra",1,15,0.3,NA,"moyenne",13.6,156
"2021-09-22","122_111_R01","14:15:0",0.0416666666666667,"Isoperla",1,15,0.3,NA,"moyenne",13.6,157
"2021-09-22","122_111_R01","14:15:0",0.0416666666666667,"Taeniopteryx",4,15,0.3,NA,"moyenne",13.6,158
"2021-09-22","122_111_R01","14:15:0",0.0416666666666667,"Atherix",1,15,0.3,NA,"moyenne",13.6,159
"2021-09-22","122_111_R01","14:15:0",0.0416666666666667,"Probezzia",2,15,0.3,NA,"moyenne",13.6,160
"2021-09-22","122_111_R01","14:15:0",0.0416666666666667,"Chironomini",4,15,0.3,NA,"moyenne",13.6,161
"2021-09-22","122_111_R01","14:15:0",0.0416666666666667,"Tanytarsini",11,15,0.3,NA,"moyenne",13.6,162
"2021-09-22","122_111_R01","14:15:0",0.0416666666666667,"Orthocladiinae",38,15,0.3,NA,"moyenne",13.6,163
"2021-09-22","122_111_R01","14:15:0",0.0416666666666667,"Pentaneurini",2,15,0.3,NA,"moyenne",13.6,164
"2021-09-22","122_111_R01","14:15:0",0.0416666666666667,"Hemerodromia",4,15,0.3,NA,"moyenne",13.6,165
"2021-09-22","122_111_R01","14:15:0",0.0416666666666667,"Simulium",2,15,0.3,NA,"moyenne",13.6,166
"2021-09-22","122_111_R01","14:15:0",0.0416666666666667,"Pseudolimnophila",1,15,0.3,NA,"moyenne",13.6,167
"2021-09-22","122_111_R01","14:15:0",0.0416666666666667,"Tipula",1,15,0.3,NA,"moyenne",13.6,168
"2021-09-22","122_111_R01","14:15:0",0.0416666666666667,"Promoresia",32,15,0.3,NA,"moyenne",13.6,169
"2021-09-22","122_111_R01","14:15:0",0.0416666666666667,"Boyeria",1,15,0.3,NA,"moyenne",13.6,170
"2021-09-22","122_111_R01","14:15:0",0.0416666666666667,"Pisidium",39,15,0.3,NA,"moyenne",13.6,171
"2021-09-22","122_111_R01","14:15:0",0.0416666666666667,"Sphaerium",4,15,0.3,NA,"moyenne",13.6,172
"2021-09-22","122_111_R01","14:15:0",0.0416666666666667,"Oligochaeta",2,15,0.3,NA,"moyenne",13.6,173
"2021-10-14","122_84_R01","11:30:0",0.177083333333333,"Baetis",1,8.75,0.34,0.94,"moyenne",17,174
"2021-10-14","122_84_R01","11:30:0",0.177083333333333,"Ephemerella",12,8.75,0.34,0.94,"moyenne",17,175
"2021-10-14","122_84_R01","11:30:0",0.177083333333333,"Serratella",6,8.75,0.34,0.94,"moyenne",17,176
"2021-10-14","122_84_R01","11:30:0",0.177083333333333,"Heptageniidae",1,8.75,0.34,0.94,"moyenne",17,177
"2021-10-14","122_84_R01","11:30:0",0.177083333333333,"Epeorus",16,8.75,0.34,0.94,"moyenne",17,178
"2021-10-14","122_84_R01","11:30:0",0.177083333333333,"Leucrocuta",3,8.75,0.34,0.94,"moyenne",17,179
"2021-10-14","122_84_R01","11:30:0",0.177083333333333,"Maccaffertium",7,8.75,0.34,0.94,"moyenne",17,180
"2021-10-14","122_84_R01","11:30:0",0.177083333333333,"Leptophlebiidae",4,8.75,0.34,0.94,"moyenne",17,181
"2021-10-14","122_84_R01","11:30:0",0.177083333333333,"Trichoptera",2,8.75,0.34,0.94,"moyenne",17,182
"2021-10-14","122_84_R01","11:30:0",0.177083333333333,"Glossosoma",1,8.75,0.34,0.94,"moyenne",17,183
"2021-10-14","122_84_R01","11:30:0",0.177083333333333,"Ceratopsyche",19,8.75,0.34,0.94,"moyenne",17,184
"2021-10-14","122_84_R01","11:30:0",0.177083333333333,"Cheumatopsyche",3,8.75,0.34,0.94,"moyenne",17,185
"2021-10-14","122_84_R01","11:30:0",0.177083333333333,"Lepidostoma",14,8.75,0.34,0.94,"moyenne",17,186
"2021-10-14","122_84_R01","11:30:0",0.177083333333333,"Oecetis",2,8.75,0.34,0.94,"moyenne",17,187
"2021-10-14","122_84_R01","11:30:0",0.177083333333333,"Limnephilidae",1,8.75,0.34,0.94,"moyenne",17,188
"2021-10-14","122_84_R01","11:30:0",0.177083333333333,"Pycnopsyche",1,8.75,0.34,0.94,"moyenne",17,189
"2021-10-14","122_84_R01","11:30:0",0.177083333333333,"Chimarra",23,8.75,0.34,0.94,"moyenne",17,190
"2021-10-14","122_84_R01","11:30:0",0.177083333333333,"Dolophilodes",3,8.75,0.34,0.94,"moyenne",17,191
"2021-10-14","122_84_R01","11:30:0",0.177083333333333,"Polycentropus",1,8.75,0.34,0.94,"moyenne",17,192
"2021-10-14","122_84_R01","11:30:0",0.177083333333333,"Rhyacophila",4,8.75,0.34,0.94,"moyenne",17,193
"2021-10-14","122_84_R01","11:30:0",0.177083333333333,"Neophylax",1,8.75,0.34,0.94,"moyenne",17,194
"2021-10-14","122_84_R01","11:30:0",0.177083333333333,"Leuctra",3,8.75,0.34,0.94,"moyenne",17,195
"2021-10-14","122_84_R01","11:30:0",0.177083333333333,"Acroneuria",12,8.75,0.34,0.94,"moyenne",17,196
"2021-10-14","122_84_R01","11:30:0",0.177083333333333,"Paragnetina",2,8.75,0.34,0.94,"moyenne",17,197
"2021-10-14","122_84_R01","11:30:0",0.177083333333333,"Taeniopteryx",13,8.75,0.34,0.94,"moyenne",17,198
"2021-10-14","122_84_R01","11:30:0",0.177083333333333,"Strophopteryx",17,8.75,0.34,0.94,"moyenne",17,199
"2021-10-14","122_84_R01","11:30:0",0.177083333333333,"Chironomini",23,8.75,0.34,0.94,"moyenne",17,200
"2021-10-14","122_84_R01","11:30:0",0.177083333333333,"Tanytarsini",10,8.75,0.34,0.94,"moyenne",17,201
"2021-10-14","122_84_R01","11:30:0",0.177083333333333,"Orthocladiinae",4,8.75,0.34,0.94,"moyenne",17,202
"2021-10-14","122_84_R01","11:30:0",0.177083333333333,"Hemerodromia",1,8.75,0.34,0.94,"moyenne",17,203
"2021-10-14","122_84_R01","11:30:0",0.177083333333333,"Antocha",1,8.75,0.34,0.94,"moyenne",17,204
"2021-10-14","122_84_R01","11:30:0",0.177083333333333,"Hexatoma",1,8.75,0.34,0.94,"moyenne",17,205
"2021-10-14","122_84_R01","11:30:0",0.177083333333333,"Optioservus",2,8.75,0.34,0.94,"moyenne",17,206
"2021-10-14","122_84_R01","11:30:0",0.177083333333333,"Stenelmis",1,8.75,0.34,0.94,"moyenne",17,207
"2021-10-14","122_84_R01","11:30:0",0.177083333333333,"Psephenus",1,8.75,0.34,0.94,"moyenne",17,208
"2021-10-14","122_84_R01","11:30:0",0.177083333333333,"Nigronia",2,8.75,0.34,0.94,"moyenne",17,209
"2021-10-14","122_84_R01","11:30:0",0.177083333333333,"Oligochaeta",3,8.75,0.34,0.94,"moyenne",17,210
"2021-10-14","122_84_R01","11:30:0",0.177083333333333,"Nemertea",1,8.75,0.34,0.94,"moyenne",17,211
"2019-09-09","122_92_R01","10:45:0",0.104166666666667,"Baetis",4,13,0.29,NA,"élevée",13.1,212
"2019-09-09","122_92_R01","10:45:0",0.104166666666667,"Plauditus",1,13,0.29,NA,"élevée",13.1,213
"2019-09-09","122_92_R01","10:45:0",0.104166666666667,"Ephemerella",16,13,0.29,NA,"élevée",13.1,214
"2019-09-09","122_92_R01","10:45:0",0.104166666666667,"Heptageniidae",1,13,0.29,NA,"élevée",13.1,215
"2019-09-09","122_92_R01","10:45:0",0.104166666666667,"Epeorus",4,13,0.29,NA,"élevée",13.1,216
"2019-09-09","122_92_R01","10:45:0",0.104166666666667,"Leucrocuta",32,13,0.29,NA,"élevée",13.1,217
"2019-09-09","122_92_R01","10:45:0",0.104166666666667,"Maccaffertium",4,13,0.29,NA,"élevée",13.1,218
"2019-09-09","122_92_R01","10:45:0",0.104166666666667,"Rhithrogena",7,13,0.29,NA,"élevée",13.1,219
"2019-09-09","122_92_R01","10:45:0",0.104166666666667,"Isonychia",4,13,0.29,NA,"élevée",13.1,220
"2019-09-09","122_92_R01","10:45:0",0.104166666666667,"Leptophlebiidae",6,13,0.29,NA,"élevée",13.1,221
"2019-09-09","122_92_R01","10:45:0",0.104166666666667,"Tricorythodes",1,13,0.29,NA,"élevée",13.1,222
"2019-09-09","122_92_R01","10:45:0",0.104166666666667,"Glossosoma",2,13,0.29,NA,"élevée",13.1,223
"2019-09-09","122_92_R01","10:45:0",0.104166666666667,"Helicopsyche",3,13,0.29,NA,"élevée",13.1,224
"2019-09-09","122_92_R01","10:45:0",0.104166666666667,"Hydropsychidae",5,13,0.29,NA,"élevée",13.1,225
"2019-09-09","122_92_R01","10:45:0",0.104166666666667,"Ceratopsyche",5,13,0.29,NA,"élevée",13.1,226
"2019-09-09","122_92_R01","10:45:0",0.104166666666667,"Cheumatopsyche",2,13,0.29,NA,"élevée",13.1,227
"2019-09-09","122_92_R01","10:45:0",0.104166666666667,"Oxyethira",4,13,0.29,NA,"élevée",13.1,228
"2019-09-09","122_92_R01","10:45:0",0.104166666666667,"Lepidostoma",1,13,0.29,NA,"élevée",13.1,229
